Company,Licence Number,Licence Status,Surface Location,UWI,Field/Area Name,Pool/Deposit Name,"Final Total Depth, m",Last Volumetric Activity Date,"Last Annual Oil Prod, m³","Last Annual Gas Prod, 10³m³","Last Annual Water Prod, m³",,status,,SCVF or GM History,Well Deviation,Cement Top,Casing Failure History,Well Age,Suspended Well Status  Date,H2S,Land Use,Protection of Useable Water Aquifers,Proximity to Nearest Water Well,Well Accessibility,TVD (mKB),Well Operation type,TOTAL SCORE,,SCVF or GM History (4),Well Deviation (3),Cement Top (3),Casing Failure History (3),Well Age (3),Suspended Well Status  Date (3),H2S (4),Land Use (4),Protection of Useable Water Aquifers(3),Proximity to Nearest Water Well (2) ,Well Accessibility (3),TVD (mKB) (2),Well Operation type (3),total score
Area 2 Energy Ltd. A79G,82397,Issued,06-23-021-04W4,02/06-23-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,468,2011-11-01,0,136.1,0,,Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,82397,Issued,06-23-021-04W4,02/06-23-021-04W4/2,,,468,,,,,,Drilled & Cased,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1630,,20,3,21,6,12,15,28,16,15,6,9,6,6,1630
Area 2 Energy Ltd. A79G,82397,Issued,06-23-021-04W4,02/06-23-021-04W4/3,ATLEE-BUFFALO,COMMINGLED MFP9501,468,2018-01-01,0,46.5,0.2,,Gas Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,82400,Issued,06-18-021-04W4,00/06-18-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,485,1998-10-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 2003 - Dec. 2007,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1540,,20,3,21,6,12,6,28,16,15,6,9,6,6,1540
Area 2 Energy Ltd. A79G,82400,Issued,06-18-021-04W4,00/06-18-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,485,2018-02-01,0,44.1,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,84441,Issued,16-27-021-05W4,00/16-27-021-05W4/0,ATLEE-BUFFALO,VIKING I,779.5,2018-02-01,0,6.9,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,84608,Issued,08-30-021-04W4,00/08-30-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,472,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,84608,Issued,08-30-021-04W4,00/08-30-021-04W4/2,,,472,,,,,,Drilled & Cased,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1610,,20,3,21,6,12,15,28,16,15,4,9,6,6,1610
Area 2 Energy Ltd. A79G,84608,Issued,08-30-021-04W4,00/08-30-021-04W4/3,ATLEE-BUFFALO,COMMINGLED MFP9501,472,2018-02-01,0,3.4,0,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,84609,Issued,16-30-021-04W4,00/16-30-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,469,2018-02-01,0,31.6,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 2km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1470,,20,3,21,6,12,3,28,16,15,2,9,6,6,1470
Area 2 Energy Ltd. A79G,84610,Issued,08-19-021-04W4,00/08-19-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,470,1999-10-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,84610,Issued,08-19-021-04W4,00/08-19-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,470,2018-02-01,0,47,0.4,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,84668,Issued,08-22-021-05W4,00/08-22-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,472,1998-10-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,84668,Issued,08-22-021-05W4,00/08-22-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,472,2018-02-01,0,23.8,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,84669,Issued,16-25-021-05W4,00/16-25-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,474,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,84669,Issued,16-25-021-05W4,00/16-25-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,474,2018-02-01,0,33,0.3,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,84670,Issued,14-15-021-05W4,00/14-15-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,484,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1590,,20,3,21,6,12,9,28,16,15,8,9,6,6,1590
Area 2 Energy Ltd. A79G,84670,Issued,14-15-021-05W4,00/14-15-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,484,2018-02-01,0,3.6,0,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1530,,20,3,21,6,12,3,28,16,15,8,9,6,6,1530
Area 2 Energy Ltd. A79G,84671,Issued,16-15-021-05W4,00/16-15-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,484,1998-10-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,84671,Issued,16-15-021-05W4,00/16-15-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,484,2018-02-01,0,31.6,0.3,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,84672,Issued,08-14-021-05W4,00/08-14-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,459,1998-10-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,84672,Issued,08-14-021-05W4,00/08-14-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,459,2018-02-01,0,11.1,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,84673,Issued,14-30-021-04W4,00/14-30-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,457,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,84673,Issued,14-30-021-04W4,00/14-30-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,457,2018-02-01,0,1.7,0,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,84674,Issued,14-19-021-04W4,00/14-19-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,470,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1590,,20,3,21,6,12,9,28,16,15,8,9,6,6,1590
Area 2 Energy Ltd. A79G,84674,Issued,14-19-021-04W4,00/14-19-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,470,2018-02-01,0,45.9,0.4,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1530,,20,3,21,6,12,3,28,16,15,8,9,6,6,1530
Area 2 Energy Ltd. A79G,84675,Issued,16-19-021-04W4,00/16-19-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,472,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1590,,20,3,21,6,12,9,28,16,15,8,9,6,6,1590
Area 2 Energy Ltd. A79G,84675,Issued,16-19-021-04W4,00/16-19-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,472,2018-02-01,0,47.1,0.4,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,84676,Issued,14-28-021-05W4,00/14-28-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,461,1986-12-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,84676,Issued,14-28-021-05W4,00/14-28-021-05W4/2,,,461,,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,84677,Issued,16-22-021-05W4,00/16-22-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,470,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84677,Issued,16-22-021-05W4,00/16-22-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,470,2018-02-01,0,44,0.3,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84678,Issued,08-27-021-05W4,00/08-27-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,461,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84678,Issued,08-27-021-05W4,00/08-27-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,461,2018-02-01,0,1.9,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84679,Issued,08-23-021-05W4,00/08-23-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,471,1999-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84679,Issued,08-23-021-05W4,00/08-23-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,471,2018-02-01,0,23.5,0.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84719,Issued,16-23-021-05W4,00/16-23-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,471,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84719,Issued,16-23-021-05W4,00/16-23-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,471,2018-02-01,0,12.9,0.1,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84720,Issued,16-14-021-05W4,00/16-14-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,473,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84720,Issued,16-14-021-05W4,00/16-14-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,473,2018-02-01,0,10.5,0.1,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84721,Issued,14-22-021-05W4,00/14-22-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,471.5,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84721,Issued,14-22-021-05W4,00/14-22-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,471.5,2018-02-01,0,29.8,0.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84722,Issued,14-14-021-05W4,00/14-14-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,485,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84722,Issued,14-14-021-05W4,00/14-14-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,485,2018-02-01,0,11.2,0.1,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84723,Issued,06-28-021-05W4,00/06-28-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,472.5,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84723,Issued,06-28-021-05W4,00/06-28-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,472.5,2018-02-01,0,1.7,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84728,Issued,16-21-021-05W4,00/16-21-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,471,1997-06-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84728,Issued,16-21-021-05W4,00/16-21-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,471,2018-02-01,0,1.9,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84729,Issued,14-21-021-05W4,00/14-21-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,473,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84729,Issued,14-21-021-05W4,00/14-21-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,473,2018-02-01,0,1.9,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84730,Issued,08-13-021-05W4,00/08-13-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,473,1997-08-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84730,Issued,08-13-021-05W4,00/08-13-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,473,2018-02-01,0,3.1,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84801,Issued,08-21-021-05W4,00/08-21-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,473,1998-02-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84801,Issued,08-21-021-05W4,00/08-21-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,473,2018-02-01,0,1.9,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84933,Issued,08-16-021-05W4,00/08-16-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,495,1997-06-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84933,Issued,08-16-021-05W4,00/08-16-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,495,2018-02-01,0,1.9,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84944,Issued,14-25-021-05W4,00/14-25-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,461,1998-02-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84944,Issued,14-25-021-05W4,00/14-25-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,461,2018-02-01,0,1.9,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84945,Issued,16-26-021-05W4,00/16-26-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,448,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84945,Issued,16-26-021-05W4,00/16-26-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,448,2018-02-01,0,40.4,0.3,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84946,Issued,14-23-021-05W4,00/14-23-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,472,1998-10-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Area 2 Energy Ltd. A79G,84946,Issued,14-23-021-05W4,00/14-23-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,472,2018-02-01,0,11.6,0.1,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
